vezes_acima,grupo,perfil,seguidores,data,interacoes,curtidas,comentarios,mediana_perfil,legenda,link,coletado,capa
3.7,dono,codiesanchez,3398122,10/09/2026,9824,9666,158,2638,"You don’t need to be the smartest in the room, just get in the room. 🚨🚨 ALERT: I am doing potentially the biggest business book launch giveaway thats ever been done live. $1 million in cash and prizes will be given away ",https://www.instagram.com/p/DdHe7iPlXE9/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/804605636_18630931810037688_3227453295180260394_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=csuZSosgaa0Q7kNvwFbn43R&_nc_oc=AdqJ_CimxJTJlQ1qaADEvRO2kY6-fmh2cyjccHngVeK52TVSdw3xIYdDavDIZoub-mk&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=2nOvD9NnPkzHXvrweNTFaQ&oh=00_AQJ8LEr96R4a4TeZyb4VTo3FndGQJJt4j16Mfj20I8LTBA&oe=6ABCA104
3.4,ia,dailyprompter,724455,21/09/2026,1767,1541,226,518,"Five menus deep. That’s deliberate. Galaxy AI, About Advanced Intelligence, Privacy Notice, SmartThings Privacy Notice, then Ads Info Choices. Nobody lands there by accident. Inside is every advertising company your phon",https://www.instagram.com/p/Ddj6e9QHGCs/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/820000010_17960567886237568_7362143647150160529_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=PW9KZlsIefAQ7kNvwFC-g2d&_nc_oc=AdoSaoo-QsmjMp-U3QFWJWK5m0zJtfG_8Fvf4Z_sXvqUDOhd56dbrROKwqUiXRDNT8c&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=I1AF1PsWe8Eqy10y9zlivg&oh=00_AQIOMeh6K7fYlPke779nQI6nT7Efyf_qLhYh0jEU9YUkYw&oe=6ABC8F9D
3.4,ia,diegoalmeida.ia,460763,19/09/2026,5488,5341,147,1638,"🇨🇳🚦Aplicativos como o AMap indicam ao motorista quantos segundos faltam para o sinal mudar, além de mostrar condições de trânsito e orientação de faixa em tempo real. O recurso usa dados de sinalização e infraestrutura d",https://www.instagram.com/p/Dde7RWMFsEF/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/815018670_18655923775032584_4228122832329475991_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=ELYJOgdpKvgQ7kNvwGQSB_r&_nc_oc=AdpAU5rnJ9g687cv_kOEOViOhmowoqETCq96daJx0WP_LIL_W0JAIyvz1oCsP0g0J9c&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=KPnqyWR_4yD2KwE-UdikOg&oh=00_AQJDSYSPLsAlR7neKNPeVT6-GeHX-GJtjGgUeNAD9Bv2WA&oe=6ABC870D
3.4,ia,yourchatgptguide,1672379,06/09/2026,1217,1177,40,358,"Save this Post for later. Download ""PromptCraft"" (Link is in Bio) and learn how to write advanced prompts by yourself in 7 days 📥 Follow yourchatgptguide for more. . #chatgptprompts #promptengineering #homeremodeling #in",https://www.instagram.com/p/Dc8ZKaGCAWs/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/798035314_18009345050955966_5957344313994100816_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=7lj6ziy7_ZAQ7kNvwERNDSx&_nc_oc=AdrJpzWcyHvZvpj-gzuKOJ-nwswmkSrtaaaKpFWMzDJhV1VspUHJAsSmFA0BbQNChM8&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=jEfR45uq6DHwdBK6won5lw&oh=00_AQLbw7c3aTgf53GE6F0X7YplijAst_PVS27kSV77tZ1zqg&oe=6ABCB992
3.4,ia,yourchatgptguide,1672379,30/08/2026,1205,1200,5,358,"Save this Post for later. Download ""PromptCraft"" (Link is in Bio) and learn how to write advanced prompts by yourself in 7 days 📥 Follow yourchatgptguide for more. Follow yourchatgptguide Follow yourchatgptguide Follow y",https://www.instagram.com/p/Dcqb6EECCJw/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/788849262_18008370671955966_486733509479734331_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=Z7uGQ2_iSkkQ7kNvwFdXHsF&_nc_oc=Adp6hI--DheQ2lf4hsiX8x2abThGUy3pRGD3H2oHgjuzoN3hoshTR89KlcJnOhPry3o&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=jEfR45uq6DHwdBK6won5lw&oh=00_AQJX-Uvx-I6OfZ_05AiqnfXFBVwxdfG8rMjriYTHzg_0tA&oe=6ABC97CA
3.3,ia,dailyprompter,724455,12/09/2026,1721,1350,371,518,"Names came back I’d never heard in my life. Same surname, same region, sitting in obituaries and public records nobody in the family had ever looked at. The prompts are simple, it just needs web search or agent mode swit",https://www.instagram.com/p/DdMms7BiF9I/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/808007914_17959174500237568_2425147383776233879_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=o6LknSEzhWIQ7kNvwGbUZPw&_nc_oc=AdokfGW_PEh_eHKUEKx2o05uolMCX3CvVqxnajiLc9MJq2CCRE84d9Ykd-rsfLmwrF0&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=I1AF1PsWe8Eqy10y9zlivg&oh=00_AQL2mFq4_j46xAQr4V8uiqzO9OwJLCzSLpAMs_IK9KQKnw&oe=6ABC8A46
3.3,ia,lucianapapini,552955,03/09/2026,265,237,28,80,"Uma das formas mais simples de encontrar oportunidades é escolher um tipo de negócio e mapear onde existe repetição, atraso ou perda de oportunidade. Aqui eu usei uma clínica como exemplo, mas a lógica pode ser aplicada ",https://www.instagram.com/p/Dc0wwNCG9Ai/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t39.30808-6/793203764_122274833714127132_6799422102867511790_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=edt9pUOEGrcQ7kNvwHgjdW1&_nc_oc=AdrBQcFGD_cfzFPuIITKeWcwnlOj-GN5RZUIRwILdqYMvb7LiUrw8W7e3azRMF1ITBM&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=zNjcKxbO_ln8QkDLW0DGjg&oh=00_AQIHm2ylrU-pdMdBJ257ZRzB_W6k8G6D4LoLODKr9oUTFg&oe=6ABCB7A7
3.3,ia,yourchatgptguide,1672379,23/08/2026,1188,1186,2,358,Download The Ultimate ChatGPT Prompts Handbook (Link is in Bio) and get 700+ tried and tested ChatGPT Prompts straight into your mail inbox 📥 Follow yourchatgptguide for more. Follow yourchatgptguide Follow yourchatgptgu,https://www.instagram.com/p/DcYbbSSiN9O/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/784773969_18007406792955966_2814005338912957006_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=1JNLfhdxUl8Q7kNvwEyZURE&_nc_oc=AdpqNlqiRDk2uTBEo6-5X3t4Q2KreEr6LhJkyBGjmqQ3M-MMXbHH_6Gj4Tj8rthuYg4&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=jEfR45uq6DHwdBK6won5lw&oh=00_AQJzkfsY-Rk3-TC-OXS-qeDLevWXs5u0K-2lCrcTM1VAbw&oe=6ABC9B94
3.2,ia,lucianapapini,552955,12/09/2026,254,225,29,80,"Meu primeiro Fire foi em 2022. Eu estava iniciando no Mercado, era coprodutora e já usava as automações nos meus clientes. Quando começamos algo, muitas vezes não temos a mínima noção de onde podemos chegar. O caminho se",https://www.instagram.com/p/DdM67JdFA6e/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/807648348_18068107523762132_8006606296728183500_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=_WyqcDHUsYAQ7kNvwHda9_M&_nc_oc=Adq7OJIFLPvhk23ITSlvWsv1KYdoR2lR51tHaOVj4mR7rE2__3TMeNKtyINW_KEKwbY&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=zNjcKxbO_ln8QkDLW0DGjg&oh=00_AQLjeudIamlLN406ybvKjPIuBjgab6Xlb33C1zt-WOHIuQ&oe=6ABCAE76
3.2,ia,lucianapapini,552955,28/08/2026,257,203,54,80,Se você quer aprender a Viver de Automação comenta VD26.,https://www.instagram.com/p/DclT_D3D4QD/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/787797587_122274177044127132_6451032484731580934_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=4qGYVLDApsQQ7kNvwHYvJL4&_nc_oc=AdpsVJjnNFDix6LO8ITIq_74f5cXej5WHboZcrfrry4KUBhLR0KvUxEFJjiZrRQV4go&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=zNjcKxbO_ln8QkDLW0DGjg&oh=00_AQK0LOjpVu8GfvxkRT0wabYVNSL2LVf8foR2Ay7GzZ7BmA&oe=6ABC8A2D
3.2,ia,godofprompt,349696,05/09/2026,1826,967,859,566,Comment “astra” and I’ll send you the full Astra guide. Everyone’s testing GPT-6 Astra the wrong way and you can be the 1% that’s already one step ahead. Someone already shared the first 3 things worth running with it. G,https://www.instagram.com/p/Dc6w1QUHM6v/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/798687857_18014649530956776_7803561879611756222_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=AKmyHUjsj8kQ7kNvwECiSnS&_nc_oc=AdoUE55GxkEWAGks8eC4NdWkPA3M6326W02RQpXcJGi65FxB9Q3_dlzzxB4jbBZrQ4Y&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=KBlmSydkwspAgPc3z7KBpQ&oh=00_AQIRksSp-hoKH5Ngg2bwISWeksAqGYTuKHcEbax-xDpRhA&oe=6ABC8FDC
3.2,ia,yourchatgptguide,1672379,13/09/2026,1140,1135,5,358,Save this post for later. Use these prompts and always look picture perfect. Having these prompts in your list is like having a 24*7 Personal Stylist. So save this post and share it with your family and friends. Download,https://www.instagram.com/p/DdOe-mfk-Wt/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/808469188_18010304723955966_7616161204221852887_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=d341ikQ6s5sQ7kNvwHKA_2f&_nc_oc=Adr-Q0noaTBwTJDGSB5f9bBUI-6qCMoDK0f_oxffzieH7oPDike5xFOqIl-FNueRppk&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=jEfR45uq6DHwdBK6won5lw&oh=00_AQLWwW_9Xs25EDUV5UxhsDWYyUPxsP5K-izd-OBQnRDScg&oe=6ABC9F5E
3.2,dono,camilafarani,1179998,20/08/2026,836,804,32,265,Eu já fui essa empreendedora que achava que crescer era acumular. Anos depois eu entendi que crescer de verdade é ter coragem de soltar o que não te move mais pra frente. E modelo de negócio não pode ter apego. Quando vo,https://www.instagram.com/p/DcRrebPlYzR/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/779957406_18617813401048417_8034588909891007061_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=2HJB1ioiL3sQ7kNvwHjexE_&_nc_oc=AdrM81-X4cBE8pcReLwW6ahzNrGuZ2sWwIzGO-J1rqkfiGQLqtFUD6E3tRB4PsRE3F0&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=57g9W43jFeWvDjOYFhFJzg&oh=00_AQJD9MRaOVtMEC88vGxcu3l_ee20oW3qwsPxc8KZr29lbA&oe=6ABCA8BC
3.1,ia,lucianapapini,552955,02/09/2026,252,230,22,80,"Acabou o mistério. A Meta divulgou o valor das mensagens de serviço que passarão a ser cobradas a partir de outubro/2026. E ainda divulgaram um tier de 1000 mensagens de serviço grátis por número comercial. E ai, o que a",https://www.instagram.com/p/DcywV12FAyG/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t39.30808-6/788001838_122274984620127132_6781854595795603569_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=yFopn_AescIQ7kNvwEKvrhH&_nc_oc=Adonzj2KI_6W3Mtd8DNd_JniK0V-vpwE_xvGdWlUFoRXC7cB58sZIzn9YXQv4A-TjG8&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=zNjcKxbO_ln8QkDLW0DGjg&oh=00_AQIR27DhQOOF0_jBAPpX9ywH4hn_XZ6DyDggpAoc__S_Gg&oe=6ABCA8E1
3.1,ia,godofprompt,349696,07/09/2026,1751,983,768,566,Comment “claude” and I’ll send you the full Claude Mastery Guide. A founder mapped out the exact 5-person AI team he’d hire on day 1 to build a multi-million dollar business in 90 days with Claude. They each have their s,https://www.instagram.com/p/DdAIaK9HNYu/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/800224152_18014952221956776_8092812156418577750_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=8LwiRUwP7UkQ7kNvwFYXSSs&_nc_oc=AdpOKUklx-jBGXhfQ4sWg-E90PSr4tPi5NJnYssakYBProwwgcY0BHqs27O6PST2a0U&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=KBlmSydkwspAgPc3z7KBpQ&oh=00_AQLzu16OAIMAEMJxznXarvJTSQNwZ4VKWTjWortwnCwyRQ&oe=6ABCAF01
3.1,dono,joaokepler,1256340,31/08/2026,1940,1890,50,623,"Mêsversario do meu primeiro neto, Otávio. De dinossauro porque ele adora rosnar😂😅🦖🦕",https://www.instagram.com/p/DcuHnkBkam7/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/790756266_18626166868035808_5385335849746535508_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=QXi6dP0tB_cQ7kNvwFR7r9l&_nc_oc=AdrXhk9AJ8Zkh2WchWdqM0naN9QpzgGu59Kvql-RSboNLVLltQxPADLlhH7Q6DnAsOA&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=BwvK305vmg3fo45B9FdFAA&oh=00_AQJmrnLTyw5xew5UVlTzanph1CTBAAVgA3W2O0eQZFhUpw&oe=6ABC8A09
3.0,ia,dailyprompter,724455,14/09/2026,1577,1322,255,518,Reading the description back is the uncomfortable part. It writes out exactly what makes your face identifiable before it goes looking. Then it runs that through the reverse image engines and comes back with pages you’ve,https://www.instagram.com/p/DdRKZQ6CI_W/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/810421372_17959436640237568_3707354756087737442_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=7xKJvkDgJ_UQ7kNvwFgAkPi&_nc_oc=AdrwexU-ZajVrolXvw1jgb4ZrvW5l1RF_kVvbB9M_PEsc3oHK78cGDkKfmJ0zXZ_k8U&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=I1AF1PsWe8Eqy10y9zlivg&oh=00_AQLWpBirP-KVD76Zc70YgQ6iXX2CLXfE91uLc2WJkQaVNw&oe=6ABC94B2
3.0,ia,godofprompt,349696,04/09/2026,1690,901,789,566,"Comment “megaprompt” and I’ll send you the template. 1 prompt builds your entire growth strategy. This is one of the prompts from our library, given away in full. Market analysis, competitive analysis, innovation and tec",https://www.instagram.com/p/Dc4cZROnN71/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/794143067_18014520749956776_7951540916965243229_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=5dJJTVmbM1oQ7kNvwGsxRq6&_nc_oc=AdrwyI9nzf8i-EsQ0nerayxmTy4IKR43lhbQN0a5ZjftgiHFZpvgXzYKfGSA_Cf_bXQ&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=KBlmSydkwspAgPc3z7KBpQ&oh=00_AQILaBj7ajcPvw6RO-5ZJTN9Zkb2z3_3XkNj4NIgZ6RR5A&oe=6ABCA745
3.0,ia,zeeeljain,167376,18/08/2026,1307,1282,25,430,Every one of these felt less like a bold move and more like the only choice I could actually live with. I used to think taking risks was about being brave. It never really was. Most of the time it was just refusing to st,https://www.instagram.com/p/DcLAAc2CsEU/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/772697522_18065724947780249_6859260889448165760_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=FvCw4wPexJgQ7kNvwFDW5rb&_nc_oc=AdqDdVyWjicxF2qxuRgbcHKd3oyke8qvw2LD5BI8rnltDuXc4tnJdBw_fAeCR0MNq8s&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=mULPj3U0KLN1FjW0AkIYYg&oh=00_AQJY4Q_HuhMC-f6-Mdpx6HvwEZFRFkyxidH6IyHfw6xn5w&oe=6ABC9FB5
2.9,ia,theaiagents,87675,09/09/2026,784,717,67,268,"09 AI skills you’ll want to learn before 2027. AI agents, automation, AI coding, voice agents, AI video, agentic systems, the opportunity is shifting from simply using AI to actually building with it. Pick one skill. Get",https://www.instagram.com/p/DdD_i7XCOnx/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/801581152_18025079585854980_4992192559625533240_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=xGTDemiCwgIQ7kNvwEkU-I9&_nc_oc=AdqkR2H1yqbCYeOmTUNbI1FAzWV52QnKGtzRTBhIeco-rqC-Fe0P7meUlDHAzmQVhmY&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=A0d5BmJpYyoUpavressIJQ&oh=00_AQJh_futYTBd__xF2ZFvbtg8m_vULPbT8ZAN0Ohyi0fsfQ&oe=6ABCA303
2.9,ia,liamottley,42975,21/09/2026,2471,2377,94,850,"In all my years in AI, this was my toughest challenge yet: Rebuild a 46-person accountancy firm to be AI-native. With no prior experience in the field. In 4 days. My team and I had the privilege of working with one of th",https://www.instagram.com/p/Ddj4qTYm3Kv/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/809910693_18624922693022366_4574438738511746570_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=cyfhkTzCUqEQ7kNvwFhGr5J&_nc_oc=AdoitN29hg6sDg17xNrqQu_sQwmZtmfdFRYycWUloI5hzXF7cvIVbZPkz-mDn61LGAE&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=dHt-6sJEGgWSFXZC2cUthw&oh=00_AQKDReDcKQXlKZhXb6NsKrMGYBEaj6cFlc6lCDyequL2pQ&oe=6ABC8850
2.8,ia,tenfoldmarc,102843,03/09/2026,472,218,254,167,"Fable 5.1 has a new language. Anthropic made the cheat sheet Prompts available to everyone. Comment ""prompt"" and I'll send you a full guide breaking down each of them. #claude #claudeai #ai #aitools",https://www.instagram.com/p/Dcz8bQ-Fgdw/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/791672341_17885742054682567_7551954199820876137_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMiJ9&_nc_ohc=oAkFRTkiuokQ7kNvwH5Jb5A&_nc_oc=AdrnZNPh3pQJRVtGHnRZFy4-WWlzuwl_1A-E50k3c2Q1Wd040DYXyv8LS9yp68X5FSI&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=p22i6tuGjCEPiNCaABYLuw&oh=00_AQJUFnhP-VBOPdaObB41vR9A9KES2EXoBxU9dxSuNOh6xg&oe=6ABC92AB
2.7,ia,dailyprompter,724455,13/09/2026,1377,1069,308,518,Number 4 is the one people didn’t know existed. Say “.xlsx” or “.pptx” in the prompt and you get an actual file to download with working formulas in it. Leave the file type out and you get the same content as text in the,https://www.instagram.com/p/DdPQJPpiIe_/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/808535596_17959331109237568_7402244387183835791_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=1hgWcFFdDm8Q7kNvwEWeFIt&_nc_oc=Ado5FBEVUamBYfxhVTQCaepa4pNmzgeP7CwLTLiP7hnrgL_cL2cWdHC9I7WoTzKtDjY&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=I1AF1PsWe8Eqy10y9zlivg&oh=00_AQI-ZwGvy2QimozJyUyWWJhOjusMZHRPeT95gEnSSUyUJg&oe=6ABCB498
2.7,ia,lucianapapini,552955,31/08/2026,214,193,21,80,"Quer aprender a resolver todos esses problemas em apenas 2 dias comigo? Garanta seu ingresso na imersão Viver de Automação, onde vamos colocar a mão na massa e você aprender a criar, precificar e vender as automações mai",https://www.instagram.com/p/DctCX-IiPT1/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t39.30808-6/787924738_122274412172127132_3525818946996906713_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=mnFEHFNMmkQQ7kNvwECO6kw&_nc_oc=Ado0bLc2ePnsrSgkO_pjlFSBcdje75MAoxkJ2XThnkQCFtK7fGWDd5Za6cczovvXIFw&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=zNjcKxbO_ln8QkDLW0DGjg&oh=00_AQKieIVXyIvKIH0fnLdrcQcnWyYUAjByD2mhZlUW1-Yspg&oe=6ABCA444
